"","TeamName","Season","NumOT","TeamID","Score","FGM","FGA","FGM3","FGA3","WFTM","FTA","OR","DR","Ast","TO","Stl","Blk","Pf","Won","FGPCT","FG3PCT","FTP"
"4329","Morgan St",2022,0,1288,63,23,64,8,21,9,15,12,16,10,14,7,3,21,"0",0.359375,0.380952380952381,0.6
"4330","North Carolina",2022,0,1314,84,31,69,12,29,10,12,8,24,13,14,3,5,20,"0",0.449275362318841,0.413793103448276,0.833333333333333
"4331","Central Conn",2022,0,1148,65,20,53,6,23,19,23,7,19,7,9,7,2,14,"0",0.377358490566038,0.260869565217391,0.826086956521739
"4332","UT Arlington",2022,0,1426,62,25,65,5,14,7,13,13,16,10,13,6,5,26,"0",0.384615384615385,0.357142857142857,0.538461538461538
"4333","Chicago St",2022,0,1152,50,18,63,6,25,8,13,12,16,11,14,8,2,23,"0",0.285714285714286,0.24,0.615384615384615
"4334","F Dickinson",2022,0,1192,74,24,51,10,20,16,24,9,19,12,22,6,0,23,"0",0.470588235294118,0.5,0.666666666666667
"4335","Mercer",2022,0,1273,58,20,55,6,26,12,15,11,17,10,14,9,1,22,"0",0.363636363636364,0.230769230769231,0.8
"4336","San Jose St",2022,0,1363,45,15,47,7,21,8,13,7,19,7,26,8,3,17,"0",0.319148936170213,0.333333333333333,0.615384615384615
"4337","E Washington",2022,0,1186,74,23,53,9,24,19,24,9,21,14,20,7,1,27,"0",0.433962264150943,0.375,0.791666666666667
"4338","Incarnate Word",2022,0,1230,62,22,46,10,19,8,11,4,17,13,19,3,1,18,"0",0.478260869565217,0.526315789473684,0.727272727272727
"4339","TN Martin",2022,0,1404,67,25,64,8,27,9,15,13,19,10,15,11,3,21,"0",0.390625,0.296296296296296,0.6
"4340","Rhode Island",2022,0,1348,71,24,46,6,15,17,23,6,17,11,15,5,9,16,"0",0.521739130434783,0.4,0.739130434782609
"4341","Pepperdine",2022,0,1337,48,18,54,3,13,9,11,9,20,5,16,0,2,13,"0",0.333333333333333,0.230769230769231,0.818181818181818
"4342","Evansville",2022,0,1191,59,20,46,10,29,9,13,4,18,12,12,7,1,13,"0",0.434782608695652,0.344827586206897,0.692307692307692
"4343","Delaware St",2022,0,1175,63,26,54,3,14,8,10,9,21,9,13,5,2,16,"0",0.481481481481481,0.214285714285714,0.8
"4344","Boston College",2022,0,1130,61,22,52,6,12,11,15,4,24,10,14,4,1,17,"0",0.423076923076923,0.5,0.733333333333333
"4345","Winthrop",2022,0,1457,63,24,56,10,29,5,7,4,24,13,19,3,0,21,"0",0.428571428571429,0.344827586206897,0.714285714285714
"4346","Tennessee",2022,0,1397,53,19,57,5,28,10,13,10,22,9,18,4,3,19,"0",0.333333333333333,0.178571428571429,0.769230769230769
"4347","American Univ",2022,0,1110,79,30,65,10,22,9,13,8,22,11,9,6,8,20,"0",0.461538461538462,0.454545454545455,0.692307692307692
"4348","NC A&T",2022,0,1299,63,23,59,10,25,7,14,7,22,12,14,5,2,17,"0",0.389830508474576,0.4,0.5
"4349","CS Sacramento",2022,0,1170,56,22,60,3,17,9,16,10,20,8,12,10,3,21,"0",0.366666666666667,0.176470588235294,0.5625
"4350","Niagara",2022,0,1310,67,27,44,6,16,7,8,1,20,11,14,3,4,12,"0",0.613636363636364,0.375,0.875
"4351","Bethune-Cookman",2022,0,1126,65,24,45,3,8,14,19,4,16,9,12,9,4,22,"0",0.533333333333333,0.375,0.736842105263158
"4352","Michigan",2022,0,1276,62,23,53,1,14,15,22,9,20,8,14,7,0,13,"0",0.433962264150943,0.0714285714285714,0.681818181818182
"4353","Massachusetts",2022,0,1269,86,31,70,13,33,11,19,11,19,12,10,7,3,24,"0",0.442857142857143,0.393939393939394,0.578947368421053
"4354","Mississippi",2022,0,1279,50,21,57,2,10,6,6,4,24,9,14,9,5,19,"0",0.368421052631579,0.2,1
"4355","N Illinois",2022,0,1296,58,20,53,6,20,12,16,10,17,9,11,4,1,18,"0",0.377358490566038,0.3,0.75
"4356","Holy Cross",2022,0,1221,62,23,62,6,14,10,15,8,22,9,14,8,5,16,"0",0.370967741935484,0.428571428571429,0.666666666666667
"4357","Creighton",2022,0,1166,81,33,60,7,22,8,12,7,28,18,13,5,2,12,"0",0.55,0.318181818181818,0.666666666666667
"4358","East Carolina",2022,0,1187,67,22,53,9,24,14,21,7,28,13,11,2,1,14,"0",0.415094339622642,0.375,0.666666666666667
"4359","Houston Bap",2022,0,1223,61,23,52,4,14,11,16,5,20,11,13,3,2,22,"0",0.442307692307692,0.285714285714286,0.6875
"4360","UNC Greensboro",2022,1,1422,71,25,66,6,17,15,20,12,26,13,8,6,2,12,"0",0.378787878787879,0.352941176470588,0.75
"4361","Loy Marymount",2022,0,1258,45,16,44,6,22,7,16,5,20,7,23,7,0,17,"0",0.363636363636364,0.272727272727273,0.4375
"4362","High Point",2022,1,1219,66,24,58,8,23,10,18,13,28,15,22,8,6,24,"0",0.413793103448276,0.347826086956522,0.555555555555556
"4363","William & Mary",2022,0,1456,76,27,61,7,21,15,18,10,20,16,16,7,5,20,"0",0.442622950819672,0.333333333333333,0.833333333333333
"4364","Louisiana",2022,0,1418,44,14,73,2,20,14,24,21,15,5,12,10,2,17,"0",0.191780821917808,0.1,0.583333333333333
"4365","Grambling",2022,0,1212,47,14,45,5,14,14,19,4,17,8,14,2,2,16,"0",0.311111111111111,0.357142857142857,0.736842105263158
"4366","Jackson St",2022,0,1238,66,25,66,9,20,7,11,7,26,14,11,6,2,19,"0",0.378787878787879,0.45,0.636363636363636
"4367","Florida A&M",2022,0,1197,59,24,68,4,14,7,13,14,17,7,9,6,2,16,"0",0.352941176470588,0.285714285714286,0.538461538461538
"4368","Morehead St",2022,0,1287,46,16,48,8,25,6,8,2,17,12,13,9,6,12,"0",0.333333333333333,0.32,0.75
"4369","SMU",2022,1,1374,75,24,57,7,17,20,29,4,25,9,14,5,4,23,"0",0.421052631578947,0.411764705882353,0.689655172413793
"4370","Furman",2022,0,1202,66,26,59,9,30,5,11,4,20,21,10,8,6,12,"0",0.440677966101695,0.3,0.454545454545455
"4371","TX Southern",2022,0,1411,57,20,64,6,12,11,20,17,26,5,13,3,4,25,"0",0.3125,0.5,0.55
"4372","Southern Univ",2022,0,1380,59,22,65,6,21,9,10,6,22,12,16,5,1,23,"0",0.338461538461538,0.285714285714286,0.9
"4373","Indiana St",2022,0,1232,66,23,57,6,24,14,16,4,17,13,6,6,1,10,"0",0.403508771929825,0.25,0.875
"4374","Youngstown St",2022,0,1464,53,19,57,4,24,11,12,12,26,6,10,4,2,18,"0",0.333333333333333,0.166666666666667,0.916666666666667
"4375","S Illinois",2022,0,1356,47,16,54,3,18,12,17,6,16,5,11,8,3,20,"0",0.296296296296296,0.166666666666667,0.705882352941177
"4376","Old Dominion",2022,0,1330,63,24,63,8,19,7,10,12,14,15,11,8,1,14,"0",0.380952380952381,0.421052631578947,0.7
"4377","Oregon St",2022,0,1333,80,31,55,7,15,11,16,3,25,15,6,4,1,21,"0",0.563636363636364,0.466666666666667,0.6875
"4378","Villanova",2022,0,1437,74,26,58,13,34,9,17,7,13,15,4,4,2,15,"0",0.448275862068966,0.382352941176471,0.529411764705882
"4379","Boston College",2022,0,1130,65,21,48,7,19,16,19,10,21,10,14,5,1,19,"0",0.4375,0.368421052631579,0.842105263157895
"4380","Ark Little Rock",2022,0,1114,59,18,51,4,18,19,26,6,25,12,14,5,4,14,"0",0.352941176470588,0.222222222222222,0.730769230769231
"4381","Tennessee St",2022,0,1398,66,24,54,5,15,13,23,7,18,6,13,8,0,33,"0",0.444444444444444,0.333333333333333,0.565217391304348
"4382","Lamar",2022,0,1249,75,27,60,10,25,11,14,6,22,19,15,8,2,23,"0",0.45,0.4,0.785714285714286
"4383","Marquette",2022,0,1266,54,17,56,6,27,14,24,9,26,12,17,5,2,17,"0",0.303571428571429,0.222222222222222,0.583333333333333
"4384","UT San Antonio",2022,0,1427,58,22,69,5,26,9,14,11,19,11,11,9,4,21,"0",0.318840579710145,0.192307692307692,0.642857142857143
"4385","Elon",2022,0,1189,58,22,58,10,30,4,7,5,20,9,11,5,0,22,"0",0.379310344827586,0.333333333333333,0.571428571428571
"4386","North Carolina",2022,0,1314,72,22,55,10,23,18,22,5,21,9,13,4,1,15,"0",0.4,0.434782608695652,0.818181818181818
"4387","North Dakota",2022,0,1315,72,29,68,4,26,10,16,10,21,11,13,6,1,15,"0",0.426470588235294,0.153846153846154,0.625
"4388","Alabama A&M",2022,0,1105,41,15,59,3,14,8,8,7,21,6,20,8,4,16,"0",0.254237288135593,0.214285714285714,1
"4389","Tulsa",2022,0,1409,58,24,60,4,16,6,8,7,17,7,6,6,1,14,"0",0.4,0.25,0.75
"4390","Oklahoma",2022,0,1328,70,27,64,9,33,7,8,6,23,16,10,10,1,20,"0",0.421875,0.272727272727273,0.875
"4391","Merrimack",2022,0,1467,43,19,49,5,20,0,0,4,14,8,15,4,3,11,"0",0.387755102040816,0.25,NA
"4392","Longwood",2022,0,1255,53,20,66,4,26,9,19,14,26,9,8,8,2,13,"0",0.303030303030303,0.153846153846154,0.473684210526316
"4393","WI Green Bay",2022,0,1453,58,23,60,5,21,7,10,14,23,11,14,2,2,13,"0",0.383333333333333,0.238095238095238,0.7
"4394","Clemson",2022,0,1155,59,22,40,5,14,10,18,4,21,12,18,5,1,15,"0",0.55,0.357142857142857,0.555555555555556
"4395","UNLV",2022,0,1424,73,25,51,9,19,14,14,5,20,14,18,10,1,17,"0",0.490196078431373,0.473684210526316,1
"4396","Ga Southern",2022,0,1204,52,17,43,5,10,13,17,8,19,7,18,6,0,17,"0",0.395348837209302,0.5,0.764705882352941
"4397","Norfolk St",2022,0,1313,48,20,74,3,23,5,11,10,23,7,10,11,1,14,"0",0.27027027027027,0.130434782608696,0.454545454545455
"4398","N Colorado",2022,0,1294,70,25,58,10,28,10,16,10,21,15,13,6,3,17,"0",0.431034482758621,0.357142857142857,0.625
"4399","SIUE",2022,0,1188,73,30,60,8,18,5,10,12,20,9,10,5,4,16,"0",0.5,0.444444444444444,0.5
"4400","N Illinois",2022,0,1296,60,18,52,13,31,11,22,11,19,12,18,6,6,24,"0",0.346153846153846,0.419354838709677,0.5
"4401","Kansas St",2022,0,1243,64,22,59,3,22,17,23,11,27,7,14,7,3,25,"0",0.372881355932203,0.136363636363636,0.739130434782609
"4402","Sam Houston St",2022,0,1358,59,25,62,6,23,3,6,6,18,10,7,9,2,21,"0",0.403225806451613,0.260869565217391,0.5
"4403","Illinois",2022,0,1228,51,16,57,3,22,16,21,13,20,10,12,8,3,16,"0",0.280701754385965,0.136363636363636,0.761904761904762
"4404","Coppin St",2022,0,1164,62,22,59,10,30,8,13,8,31,13,17,6,4,13,"0",0.372881355932203,0.333333333333333,0.615384615384615
"4405","Brown",2022,0,1135,52,16,53,4,23,16,23,5,19,6,8,5,2,17,"0",0.30188679245283,0.173913043478261,0.695652173913043
"4406","Northeastern",2022,0,1318,61,22,56,7,25,10,15,9,22,10,11,6,2,24,"0",0.392857142857143,0.28,0.666666666666667
"4407","S Illinois",2022,0,1356,64,25,51,5,14,9,10,6,18,10,10,6,2,13,"0",0.490196078431373,0.357142857142857,0.9
"4408","Appalachian St",2022,0,1111,68,22,50,10,25,14,19,5,13,9,9,4,0,20,"0",0.44,0.4,0.736842105263158
"4409","Citadel",2022,0,1154,81,31,64,18,34,1,5,7,19,21,13,1,5,20,"0",0.484375,0.529411764705882,0.2
"4410","Bradley",2022,0,1133,70,26,64,8,19,10,14,13,20,12,14,8,5,18,"0",0.40625,0.421052631578947,0.714285714285714
"4411","E Illinois",2022,0,1183,43,15,58,5,26,8,15,8,29,8,26,9,2,10,"0",0.258620689655172,0.192307692307692,0.533333333333333
"4412","Murray St",2022,0,1293,58,23,55,1,16,11,23,11,23,12,17,5,3,12,"0",0.418181818181818,0.0625,0.478260869565217
"4413","California",2022,0,1143,60,22,50,2,10,14,21,8,15,7,17,6,1,13,"0",0.44,0.2,0.666666666666667
"4414","Missouri",2022,0,1281,58,21,55,6,22,10,15,10,12,11,17,6,0,6,"0",0.381818181818182,0.272727272727273,0.666666666666667
"4415","Akron",2022,0,1103,43,16,51,1,18,10,19,6,25,4,8,3,2,21,"0",0.313725490196078,0.0555555555555556,0.526315789473684
"4416","Pepperdine",2022,0,1337,63,24,44,9,15,6,9,3,16,14,18,2,1,28,"0",0.545454545454545,0.6,0.666666666666667
"4417","Wright St",2022,0,1460,63,23,65,3,23,14,18,14,23,11,13,6,6,16,"0",0.353846153846154,0.130434782608696,0.777777777777778
"4418","Charleston So",2022,0,1149,70,26,59,8,26,10,15,7,20,15,15,6,1,19,"0",0.440677966101695,0.307692307692308,0.666666666666667
"4419","C Michigan",2022,0,1141,54,17,56,9,23,11,16,4,19,10,14,6,0,22,"0",0.303571428571429,0.391304347826087,0.6875
"4420","Butler",2022,0,1139,52,15,41,9,23,13,18,5,21,12,18,4,0,17,"0",0.365853658536585,0.391304347826087,0.722222222222222
"4421","W Michigan",2022,0,1444,61,24,63,6,26,7,7,8,25,14,20,6,2,17,"0",0.380952380952381,0.230769230769231,1
"4422","James Madison",2022,0,1241,69,24,55,5,24,16,21,5,12,12,11,14,3,18,"0",0.436363636363636,0.208333333333333,0.761904761904762
"4423","SUNY Albany",2022,0,1107,61,24,70,7,25,6,13,10,11,10,10,9,0,19,"0",0.342857142857143,0.28,0.461538461538462
"4424","Rutgers",2022,0,1353,51,16,56,4,26,15,23,9,18,13,8,13,6,10,"0",0.285714285714286,0.153846153846154,0.652173913043478
"4425","SMU",2022,0,1374,70,25,54,9,19,11,14,13,14,12,12,7,5,11,"0",0.462962962962963,0.473684210526316,0.785714285714286
"4426","Belmont",2022,0,1125,53,20,62,10,39,3,5,6,19,14,16,7,4,11,"0",0.32258064516129,0.256410256410256,0.6
"4427","Idaho St",2022,0,1226,58,20,47,5,17,13,19,9,13,9,15,4,2,14,"0",0.425531914893617,0.294117647058824,0.684210526315789
"4428","Long Beach St",2022,0,1253,66,19,56,9,24,19,32,10,19,9,13,6,2,21,"0",0.339285714285714,0.375,0.59375
"4429","Tarleton St",2022,0,1470,53,20,55,3,16,10,11,8,21,6,6,8,2,17,"0",0.363636363636364,0.1875,0.909090909090909
"4430","Cal Poly",2022,1,1142,72,23,54,7,19,19,31,7,29,14,17,4,3,15,"0",0.425925925925926,0.368421052631579,0.612903225806452
"4431","Vermont",2022,0,1436,61,21,55,8,29,11,17,4,31,13,10,4,1,11,"0",0.381818181818182,0.275862068965517,0.647058823529412
"4432","Mt St Mary's",2022,0,1291,59,23,43,6,13,7,10,5,19,7,20,4,3,19,"0",0.534883720930233,0.461538461538462,0.7
"4433","Seton Hall",2022,0,1371,76,24,63,5,23,23,27,11,21,4,8,6,4,17,"0",0.380952380952381,0.217391304347826,0.851851851851852
"4434","Col Charleston",2022,0,1158,66,18,61,9,22,21,23,13,16,8,27,10,1,18,"0",0.295081967213115,0.409090909090909,0.91304347826087
"4435","Chicago St",2022,0,1152,58,21,60,9,30,7,9,9,19,8,14,5,0,17,"0",0.35,0.3,0.777777777777778
"4436","Cornell",2022,0,1165,74,25,66,9,32,15,21,10,25,13,9,9,1,22,"0",0.378787878787879,0.28125,0.714285714285714
"4437","Northwestern",2022,0,1321,72,28,60,8,17,8,11,2,23,17,6,5,2,16,"0",0.466666666666667,0.470588235294118,0.727272727272727
"4438","Evansville",2022,3,1191,104,39,76,12,28,14,20,6,23,15,9,9,1,23,"0",0.513157894736842,0.428571428571429,0.7
"4439","Hofstra",2022,0,1220,68,28,61,8,22,4,8,6,17,13,6,5,4,4,"0",0.459016393442623,0.363636363636364,0.5
"4440","Nevada",2022,0,1305,75,27,68,7,22,14,19,8,18,16,13,8,3,17,"0",0.397058823529412,0.318181818181818,0.736842105263158
"4441","Morgan St",2022,0,1288,67,26,66,4,16,11,17,4,20,9,9,10,4,13,"0",0.393939393939394,0.25,0.647058823529412
"4442","TCU",2022,0,1395,66,26,64,7,20,7,15,9,14,12,8,7,3,20,"0",0.40625,0.35,0.466666666666667
"4443","Ark Pine Bluff",2022,0,1115,56,18,53,3,21,17,19,3,24,3,14,4,2,16,"0",0.339622641509434,0.142857142857143,0.894736842105263
"4444","Harvard",2022,0,1217,69,28,67,9,24,4,7,7,19,11,11,13,1,17,"0",0.417910447761194,0.375,0.571428571428571
"4445","Notre Dame",2022,0,1323,59,21,54,6,18,11,13,3,22,7,8,3,2,12,"0",0.388888888888889,0.333333333333333,0.846153846153846
"4446","Sacred Heart",2022,0,1357,72,31,59,5,16,5,15,10,27,16,17,7,2,12,"0",0.525423728813559,0.3125,0.333333333333333
"4447","Charlotte",2022,0,1150,86,32,62,12,27,10,16,7,17,17,7,3,5,21,"0",0.516129032258065,0.444444444444444,0.625
"4448","FL Atlantic",2022,1,1194,78,27,61,8,28,16,26,11,30,15,14,7,4,23,"0",0.442622950819672,0.285714285714286,0.615384615384615
"4449","Drexel",2022,1,1180,87,31,65,5,21,20,24,8,24,9,12,1,2,22,"0",0.476923076923077,0.238095238095238,0.833333333333333
"4450","Northern Arizona",2022,0,1319,80,26,61,13,40,15,19,11,19,18,11,3,3,18,"0",0.426229508196721,0.325,0.789473684210526
"4451","UTEP",2022,0,1431,40,15,57,1,24,9,14,9,23,8,11,8,2,16,"0",0.263157894736842,0.0416666666666667,0.642857142857143
"4452","Bellarmine",2022,0,1468,62,23,51,3,15,13,13,4,22,11,17,4,0,11,"0",0.450980392156863,0.2,1
"4453","Northwestern LA",2022,0,1322,66,24,58,7,22,11,20,9,21,14,24,8,2,23,"0",0.413793103448276,0.318181818181818,0.55
"4454","Dixie St",2022,0,1469,71,24,76,6,24,17,22,8,23,16,6,4,0,13,"0",0.315789473684211,0.25,0.772727272727273
"4455","Idaho",2022,0,1225,45,14,55,3,24,14,19,6,21,8,19,3,2,22,"0",0.254545454545455,0.125,0.736842105263158
"4456","Jacksonville St",2022,0,1240,70,23,57,10,27,14,20,8,29,7,12,4,4,20,"0",0.403508771929825,0.37037037037037,0.7
"4457","Georgia",2022,0,1208,55,20,54,3,21,12,15,11,28,12,14,3,1,20,"0",0.37037037037037,0.142857142857143,0.8
"4458","N Kentucky",2022,0,1297,67,26,58,8,15,7,11,9,23,9,21,10,3,16,"0",0.448275862068966,0.533333333333333,0.636363636363636
"4459","George Mason",2022,0,1206,74,22,54,9,23,21,26,10,23,11,14,3,1,23,"0",0.407407407407407,0.391304347826087,0.807692307692308
"4460","Winthrop",2022,0,1457,86,30,65,16,30,10,14,6,19,13,12,3,3,29,"0",0.461538461538462,0.533333333333333,0.714285714285714
"4461","Texas A&M",2022,0,1401,58,19,49,10,26,10,14,5,21,11,15,7,3,18,"0",0.387755102040816,0.384615384615385,0.714285714285714
"4462","Grand Canyon",2022,0,1213,61,19,64,7,24,16,22,17,28,8,9,5,2,21,"0",0.296875,0.291666666666667,0.727272727272727
"4463","Akron",2022,0,1103,45,18,59,7,33,2,7,8,30,11,14,8,2,18,"0",0.305084745762712,0.212121212121212,0.285714285714286
"4464","Cincinnati",2022,0,1153,67,24,59,8,24,11,13,6,26,8,14,1,5,28,"0",0.406779661016949,0.333333333333333,0.846153846153846
"4465","WI Milwaukee",2022,0,1454,68,23,59,11,32,11,15,8,23,10,13,4,1,18,"0",0.389830508474576,0.34375,0.733333333333333
"4466","Maine",2022,0,1263,56,17,43,2,14,20,26,7,19,13,18,8,4,16,"0",0.395348837209302,0.142857142857143,0.769230769230769
"4467","Valparaiso",2022,0,1434,61,23,57,9,28,6,9,4,29,10,12,5,4,10,"0",0.403508771929825,0.321428571428571,0.666666666666667
"4468","UC Davis",2022,0,1413,63,21,53,4,17,17,25,4,29,9,17,5,1,17,"0",0.39622641509434,0.235294117647059,0.68
"4469","Fordham",2022,0,1200,71,24,67,9,32,14,18,13,19,11,8,9,0,23,"0",0.358208955223881,0.28125,0.777777777777778
"4470","Charlotte",2022,0,1150,55,24,57,3,16,4,6,8,24,10,10,3,5,14,"0",0.421052631578947,0.1875,0.666666666666667
"4471","Missouri St",2022,0,1283,76,28,50,13,21,7,9,3,16,16,8,5,3,12,"0",0.56,0.619047619047619,0.777777777777778
"4472","Rhode Island",2022,0,1348,66,25,51,3,15,13,18,10,19,14,14,7,3,15,"0",0.490196078431373,0.2,0.722222222222222
"4473","UCLA",2022,0,1417,63,24,69,2,12,13,18,10,17,7,8,4,2,17,"0",0.347826086956522,0.166666666666667,0.722222222222222
"4474","Kansas St",2022,0,1243,64,25,65,6,21,8,9,5,20,9,3,11,1,20,"0",0.384615384615385,0.285714285714286,0.888888888888889
"4475","Jackson St",2022,0,1238,35,12,58,3,19,8,11,8,21,7,9,5,4,22,"0",0.206896551724138,0.157894736842105,0.727272727272727
"4476","Wright St",2022,0,1460,76,30,56,4,18,12,17,6,25,17,17,5,3,17,"0",0.535714285714286,0.222222222222222,0.705882352941177
"4477","G Washington",2022,0,1203,69,26,50,6,20,11,14,5,16,11,12,4,2,15,"0",0.52,0.3,0.785714285714286
"4478","Columbia",2022,0,1162,72,24,62,5,15,19,22,9,26,7,17,8,3,20,"0",0.387096774193548,0.333333333333333,0.863636363636364
"4479","Bethune-Cookman",2022,0,1126,51,19,46,6,17,7,12,8,20,2,15,9,2,9,"0",0.41304347826087,0.352941176470588,0.583333333333333
"4480","Louisiana",2022,0,1418,79,25,61,9,20,20,24,11,27,11,28,7,5,25,"0",0.409836065573771,0.45,0.833333333333333
"4481","Bucknell",2022,0,1137,68,25,54,4,18,14,20,4,27,12,13,1,0,14,"0",0.462962962962963,0.222222222222222,0.7
"4482","Rider",2022,0,1351,54,21,55,4,13,8,8,8,22,11,21,7,4,21,"0",0.381818181818182,0.307692307692308,1
"4483","Long Beach St",2022,0,1253,43,15,41,1,12,12,22,8,18,7,26,6,3,17,"0",0.365853658536585,0.0833333333333333,0.545454545454545
"4484","Tennessee St",2022,0,1398,73,26,64,13,33,8,15,10,25,15,12,3,2,21,"0",0.40625,0.393939393939394,0.533333333333333
"4485","George Mason",2022,0,1206,69,21,56,8,35,19,26,10,22,12,13,7,1,20,"0",0.375,0.228571428571429,0.730769230769231
"4486","Quinnipiac",2022,0,1346,69,24,63,8,30,13,17,8,21,10,7,4,0,24,"0",0.380952380952381,0.266666666666667,0.764705882352941
"4487","UNC Asheville",2022,0,1421,53,18,68,7,37,10,14,11,13,8,7,7,8,10,"0",0.264705882352941,0.189189189189189,0.714285714285714
"4488","Georgia",2022,0,1208,62,21,55,5,24,15,23,6,24,11,14,4,5,16,"0",0.381818181818182,0.208333333333333,0.652173913043478
"4489","Rice",2022,0,1349,73,26,63,10,31,11,15,11,23,14,10,4,0,13,"0",0.412698412698413,0.32258064516129,0.733333333333333
"4490","Portland St",2022,0,1340,54,23,73,2,23,6,8,10,28,10,11,7,2,15,"0",0.315068493150685,0.0869565217391304,0.75
"4491","N Colorado",2022,0,1294,74,29,65,6,24,10,13,9,23,15,5,3,0,19,"0",0.446153846153846,0.25,0.769230769230769
"4492","S Carolina St",2022,0,1354,78,22,54,8,23,26,36,9,15,15,14,4,3,23,"0",0.407407407407407,0.347826086956522,0.722222222222222
"4493","Buffalo",2022,0,1138,78,28,55,6,19,16,23,9,25,10,20,6,3,23,"0",0.509090909090909,0.315789473684211,0.695652173913043
"4494","Wofford",2022,0,1459,74,22,57,12,35,18,23,5,14,14,14,10,0,19,"0",0.385964912280702,0.342857142857143,0.782608695652174
"4495","Yale",2022,1,1463,85,32,68,11,29,10,15,7,26,17,13,3,3,21,"0",0.470588235294118,0.379310344827586,0.666666666666667
"4496","St Francis NY",2022,0,1383,70,24,60,11,26,11,14,13,21,13,19,10,1,19,"0",0.4,0.423076923076923,0.785714285714286
"4497","Illinois St",2022,0,1229,76,26,54,8,21,16,22,5,16,12,16,8,3,23,"0",0.481481481481481,0.380952380952381,0.727272727272727
"4498","Oregon",2022,0,1332,50,20,51,2,8,8,12,4,23,6,12,4,3,16,"0",0.392156862745098,0.25,0.666666666666667
"4499","LIU Brooklyn",2022,0,1254,62,16,46,6,19,24,37,5,31,9,22,10,11,23,"0",0.347826086956522,0.315789473684211,0.648648648648649
"4500","NC A&T",2022,0,1299,65,23,68,10,34,9,12,10,19,10,11,12,2,21,"0",0.338235294117647,0.294117647058824,0.75
"4501","Lipscomb",2022,0,1252,77,29,45,10,15,9,16,2,23,22,22,2,0,17,"0",0.644444444444444,0.666666666666667,0.5625
"4502","Butler",2022,0,1139,50,17,47,5,20,11,17,9,22,6,19,3,2,17,"0",0.361702127659574,0.25,0.647058823529412
"4503","NE Omaha",2022,0,1303,40,13,49,6,29,8,15,6,17,8,16,3,2,23,"0",0.26530612244898,0.206896551724138,0.533333333333333
"4504","Tulane",2022,0,1408,67,25,61,6,26,11,20,7,25,7,9,8,3,18,"0",0.409836065573771,0.230769230769231,0.55
"4505","Penn",2022,0,1335,61,21,52,9,23,10,16,8,20,10,16,3,2,17,"0",0.403846153846154,0.391304347826087,0.625
"4506","CS Fullerton",2022,0,1168,67,23,60,4,20,17,25,7,24,11,12,6,2,21,"0",0.383333333333333,0.2,0.68
"4507","American Univ",2022,0,1110,67,28,62,6,22,5,6,7,14,13,11,11,1,12,"0",0.451612903225806,0.272727272727273,0.833333333333333
"4508","Evansville",2022,0,1191,49,16,49,7,26,10,13,5,22,9,15,4,0,17,"0",0.326530612244898,0.269230769230769,0.769230769230769
"4509","Providence",2022,0,1344,40,12,51,3,22,13,18,7,15,9,6,8,5,15,"0",0.235294117647059,0.136363636363636,0.722222222222222
"4510","Kennesaw",2022,0,1244,61,23,61,7,23,8,15,6,17,12,13,8,3,21,"0",0.377049180327869,0.304347826086957,0.533333333333333
"4511","S Dakota St",2022,0,1355,76,29,63,6,17,12,17,12,19,9,15,8,1,15,"0",0.46031746031746,0.352941176470588,0.705882352941177
"4512","Houston",2022,0,1222,63,23,54,9,23,8,15,7,25,10,12,7,2,18,"0",0.425925925925926,0.391304347826087,0.533333333333333
"4513","Hartford",2022,0,1216,60,22,48,8,21,8,13,4,17,9,9,3,2,14,"0",0.458333333333333,0.380952380952381,0.615384615384615
"4514","C Michigan",2022,0,1141,69,24,53,11,29,10,12,4,23,10,12,6,2,22,"0",0.452830188679245,0.379310344827586,0.833333333333333
"4515","Denver",2022,0,1176,65,26,54,7,17,6,10,5,22,14,11,5,3,18,"0",0.481481481481481,0.411764705882353,0.6
"4516","Evansville",2022,0,1191,60,22,59,6,23,10,14,11,18,8,7,5,1,22,"0",0.372881355932203,0.260869565217391,0.714285714285714
"4517","E Illinois",2022,0,1183,62,25,62,9,17,3,4,8,23,14,8,2,1,16,"0",0.403225806451613,0.529411764705882,0.75
"4518","Arizona St",2022,0,1113,63,20,56,10,27,13,16,9,24,16,15,5,3,11,"0",0.357142857142857,0.37037037037037,0.8125
"4519","Illinois St",2022,0,1229,90,35,68,12,27,8,13,8,21,12,11,4,7,14,"0",0.514705882352941,0.444444444444444,0.615384615384615
"4520","TX Southern",2022,0,1411,64,23,59,3,17,15,22,7,27,9,11,4,3,19,"0",0.389830508474576,0.176470588235294,0.681818181818182
"4521","Idaho",2022,0,1225,63,18,46,4,15,23,37,8,22,9,15,4,6,32,"0",0.391304347826087,0.266666666666667,0.621621621621622
"4522","MD E Shore",2022,0,1271,55,19,53,4,24,13,18,9,15,3,8,7,2,10,"0",0.358490566037736,0.166666666666667,0.722222222222222
"4523","Coppin St",2022,0,1164,75,29,68,4,20,13,14,9,28,10,8,6,1,9,"0",0.426470588235294,0.2,0.928571428571429
"4524","Auburn",2022,2,1120,109,32,74,12,30,33,41,8,22,14,13,13,1,24,"0",0.432432432432432,0.4,0.804878048780488
"4525","St Francis PA",2022,0,1384,80,28,70,5,17,19,24,13,18,15,11,11,2,17,"0",0.4,0.294117647058824,0.791666666666667
